,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
1450,2017-04-17 19:56:53,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",1076.0,Expense,INR
1451,2017-04-17 19:56:53,Saving Bank account 1,Family,clothes,H&M clothes,1497.0,Expense,INR
1452,2017-04-16 16:30:39,Saving Bank account 1,subscription,Tata Sky,,192.0,Expense,INR
1453,2017-04-14 20:04:31,Saving Bank account 1,Family,Pocket money,,5000.0,Expense,INR
1470,2017-03-31 22:08:00,Saving Bank account 1,Salary,Unknown,From workplace ,56102.0,Income,INR
1471,2017-03-31 21:08:42,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR
1472,2017-03-31 21:07:22,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,30.0,Expense,INR
1473,2017-03-31 21:06:32,Cash,Transportation,Taxi,Dadar West to siddhivinayak,30.0,Expense,INR
1474,2017-03-31 21:03:22,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,Expense,INR
1475,2017-03-31 21:02:45,Cash,Transportation,auto,Place 4 station to Place 4 plaza,15.0,Expense,INR
1476,2017-03-31 21:01:20,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0,Expense,INR
1477,2017-03-31 21:00:41,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
1478,2017-03-31 10:20:31,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1479,2017-03-30 20:15:18,Saving Bank account 1,Interest,Unknown,interest paid,508.0,Income,INR
1480,2017-03-30 20:15:18,Saving Bank account 1,Household,Kirana,,245.0,Expense,INR
1481,2017-03-28 11:59:46,Cash,Food,beverage,Soda water,12.0,Expense,INR
1482,2017-03-27 21:25:32,Saving Bank account 1,Household,Appliances,USB cord,260.0,Expense,INR
1483,2017-03-27 21:25:08,Saving Bank account 1,Food,Milk,milk 1lit ,60.0,Expense,INR
1484,2017-03-26 19:25:27,Saving Bank account 1,Household,Kirana,Smart,786.0,Expense,INR
1485,2017-03-26 13:43:07,Saving Bank account 1,Food,Milk,milk 1 lit,60.0,Expense,INR
1486,2017-03-25 14:50:06,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
1487,2017-03-25 14:50:06,Saving Bank account 1,Gpay Reward,Unknown,reward Gpay,6.0,Income,INR
1488,2017-03-25 14:50:06,Saving Bank account 1,Health,Medicine,Tablet,29.0,Expense,INR
1489,2017-03-25 14:50:06,Saving Bank account 1,Health,Medicine,Jel,110.0,Expense,INR
1490,2017-03-25 14:49:45,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,900.0,Expense,INR
1491,2017-03-25 13:41:02,Cash,Health,Hospital,Doctor Fees,150.0,Expense,INR
1492,2017-03-25 09:14:09,Cash,Food,Milk,milk 1 lit,60.0,Expense,INR
1493,2017-03-23 22:04:15,Saving Bank account 1,Family,Pocket money,,3000.0,Expense,INR
1494,2017-03-23 22:03:29,Saving Bank account 1,Food,beverage,3 sugarcane juice,60.0,Expense,INR
1495,2017-03-23 13:49:11,Saving Bank account 1,Other,Unknown,Fifa 21 pc,1499.0,Expense,INR
1496,2017-03-22 23:18:47,Cash,Transportation,auto,2 Place 0 to Current Residence,20.0,Expense,INR
1497,2017-03-22 23:16:53,Cash,Transportation,auto,,50.0,Expense,INR
1498,2017-03-22 23:14:21,Cash,Household,Furniture,Mattress advance,500.0,Expense,INR
1499,2017-03-22 23:11:47,Cash,Transportation,auto,within city,33.0,Expense,INR
1500,2017-03-22 23:11:47,Cash,Transportation,Bus,2 Place 6 to Place 7,18.0,Expense,INR
1501,2017-03-22 23:10:50,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR
1502,2017-03-22 23:10:50,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
1503,2017-03-22 06:57:25,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,600.0,Expense,INR
1504,2017-03-20 11:45:21,Saving Bank account 1,Household,Appliances,2 Spike guard,450.0,Expense,INR
1505,2017-03-19 13:28:22,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
1506,2017-03-18 09:41:44,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,INR
1507,2017-03-18 09:41:44,Saving Bank account 1,Food,Grocery,,160.0,Expense,INR
1508,2017-03-18 09:41:44,Cash,Food,fruits,Grapes + apple + guava,310.0,Expense,INR
1509,2017-03-16 20:40:52,Cash,Other,Unknown,scrap,70.0,Income,INR
1510,2017-03-16 20:39:13,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,Expense,INR
1511,2017-03-15 06:17:55,Cash,Household,Kitchen,drainage powder,50.0,Expense,INR
1512,2017-03-15 06:17:55,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,Expense,INR
1513,2017-03-15 06:17:32,Cash,Food,Ice cream,2 softy,40.0,Expense,INR
1514,2017-03-14 20:20:07,Cash,Household,Hardware,2 bath stool,300.0,Expense,INR
1515,2017-03-13 21:47:02,Cash,Food,Grocery,,100.0,Expense,INR
1516,2017-03-13 21:46:14,Cash,Household,Hardware,Wall hanging clipboard,400.0,Expense,INR
1517,2017-03-13 21:30:25,Cash,Beauty,grooming,hair cut,100.0,Expense,INR
1518,2017-03-13 14:08:00,Cash,Household,Hardware,ceiling fans repair,1600.0,Expense,INR
1560,2017-02-28 22:13:41,Cash,Transportation,Taxi,within city,40.0,Expense,INR
1561,2017-02-28 22:13:41,Saving Bank account 1,Salary,Unknown,From workplace ,56021.0,Income,INR
1562,2017-02-28 22:13:41,Cash,Food,Grocery,sabudana + rajgira ladu,85.0,Expense,INR
1563,2017-02-28 22:13:04,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
1564,2017-02-28 22:11:09,Cash,Transportation,Train,2 Place 3m to vadala rd,10.0,Expense,INR
1565,2017-02-28 22:09:39,Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,12.0,Expense,INR
1566,2017-02-28 22:09:27,Cash,Food,Tea,,10.0,Expense,INR
1567,2017-02-28 22:09:03,Cash,Other,Unknown,fine,400.0,Expense,INR
1568,2017-02-28 22:08:33,Saving Bank account 1,Food,Dinner,At restaurant,2421.0,Expense,INR
1569,2017-02-28 22:07:25,Cash,Transportation,Train,2 Santacruz to churchgate,20.0,Expense,INR
1570,2017-02-28 22:06:58,Cash,Food,breakfast,sugarcane juice 2,30.0,Expense,INR
1571,2017-02-28 22:01:48,Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40.0,Expense,INR
1572,2017-02-28 12:32:35,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
1573,2017-02-28 12:32:35,Cash,Transportation,Train,2 Santacruz return,80.0,Expense,INR
1574,2017-02-28 12:32:35,Cash,Transportation,auto,Santacruz to Kalina University,57.0,Expense,INR
1575,2017-02-27 18:42:27,Cash,Transportation,Train,2 TB return,40.0,Expense,INR
1576,2017-02-27 18:42:27,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
1577,2017-02-27 18:42:27,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
1578,2017-02-27 18:31:38,Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,88.0,Expense,INR
1579,2017-02-27 09:18:03,Cash,Household,Appliances,3 Wall clock cell,55.0,Expense,INR
1580,2017-02-27 09:17:17,Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,76.0,Expense,INR
1581,2017-02-26 23:59:58,Cash,Transportation,Train,Place 0 to WS returns,20.0,Expense,INR
1582,2017-02-26 23:59:09,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
1583,2017-02-26 10:54:45,Saving Bank account 1,Household,Kirana,,846.0,Expense,INR
1584,2017-02-26 00:01:25,Cash,Household,Kitchen,dustbin + basin sink cover,360.0,Expense,INR
1585,2017-02-26 00:00:25,Saving Bank account 1,Food,snacks,2 Jumbo king burger,58.0,Expense,INR
1586,2017-02-25 20:41:26,Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,8500.0,Expense,INR
1587,2017-02-25 20:41:26,Cash,Household,Appliances,tube and inverter fitting,1600.0,Expense,INR
1588,2017-02-25 20:40:36,Cash,Household,Kitchen,hp cylinder,920.0,Expense,INR
1589,2017-02-25 20:39:26,Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,318.0,Expense,INR
1590,2017-02-25 20:29:44,Saving Bank account 1,subscription,Tata Sky,,100.0,Expense,INR
1591,2017-02-25 13:21:15,Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,247.0,Expense,INR
1592,2017-02-24 13:09:50,Cash,Food,Grocery,milk 1 lit + butter milk,75.0,Expense,INR
1593,2017-02-24 13:09:50,Cash,Food,Tea,3 tea yevle amrutullya,30.0,Expense,INR
1594,2017-02-24 13:09:50,Cash,Food,Lunch,At restaurant,100.0,Expense,INR
1595,2017-02-23 02:14:24,Cash,Food,Ice cream,2 vanilla + 2 butterscotch,80.0,Expense,INR
1596,2017-02-22 22:00:06,Cash,Education,Stationary,stamp pad,30.0,Expense,INR
1597,2017-02-22 21:59:31,Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,5500.0,Expense,INR
1598,2017-02-21 22:00:35,Cash,Food,snacks,pav vada,10.0,Expense,INR
1599,2017-02-19 08:04:37,Cash,Money transfer,Unknown,To Family,23.0,Expense,INR
1600,2017-02-19 08:04:37,Cash,Food,beverage,sugarcane juice 2,30.0,Expense,INR
1601,2017-02-19 08:04:37,Cash,Education,Stationary,laminated colour print out,25.0,Expense,INR
1602,2017-02-19 08:04:37,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,498.0,Expense,INR
1603,2017-02-18 13:19:49,Cash,Family,Pocket money,,500.0,Expense,INR
1604,2017-02-18 11:12:58,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
1605,2017-02-16 17:32:36,Saving Bank account 1,Gift,Unknown,farewell contribution,400.0,Expense,INR
1607,2017-02-13 17:20:15,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
1641,2017-01-31 09:22:32,Saving Bank account 1,Salary,Unknown,From workplace ,63101.0,Income,INR
1642,2017-01-31 09:22:32,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
1643,2017-01-30 07:24:02,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
1644,2017-01-30 07:24:02,Cash,Food,snacks,single pav vada,15.0,Expense,INR
1645,2017-01-29 20:20:15,Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0,Expense,INR
1646,2017-01-29 20:19:46,Cash,Food,snacks,cheese chilli toast sandwich 1,60.0,Expense,INR
1647,2017-01-29 19:26:04,Cash,Food,snacks,2 Shegaon kachori (nasik),30.0,Expense,INR
1648,2017-01-29 19:24:54,Saving Bank account 1,Food,breakfast,brown bread,35.0,Expense,INR
1649,2017-01-29 19:24:30,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
1650,2017-01-29 19:23:34,Cash,Transportation,auto,within city,30.0,Expense,INR
1651,2017-01-29 19:23:08,Cash,Transportation,Bus,2 tickets Place 2 to N,510.0,Expense,INR
1652,2017-01-29 19:22:36,Cash,Transportation,auto,within city,30.0,Expense,INR
1653,2017-01-23 19:16:16,Saving Bank account 1,subscription,Tata Sky,,181.0,Expense,INR
1654,2017-01-23 11:27:32,Saving Bank account 1,Gift,Unknown,Birthday gift,649.0,Expense,INR
1655,2017-01-22 19:20:35,Saving Bank account 1,Family,Pocket money,,2000.0,Expense,INR
1656,2017-01-22 19:20:19,Cash,Food,Grocery,,410.0,Expense,INR
1657,2017-01-21 19:23:37,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge,149.0,Expense,INR
1658,2017-01-20 19:23:37,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
1659,2017-01-19 00:13:03,Cash,Food,snacks,2 Bombay vada pav,20.0,Expense,INR
1660,2017-01-19 00:12:27,Saving Bank account 1,Family,medicine,syrup,145.0,Expense,INR
1661,2017-01-16 16:02:53,Cash,Transportation,auto,GHroad to Permanent Residence,40.0,Expense,INR
1662,2017-01-16 11:01:54,Saving Bank account 1,Household,Furniture,chair pair,2400.0,Expense,INR
1663,2017-01-16 08:25:05,Saving Bank account 1,Other,Unknown,adhar pvc card order,50.0,Expense,INR
1664,2017-01-15 08:25:53,Cash,Food,Grocery,chole + shev,140.0,Expense,INR
1665,2017-01-15 08:25:53,Cash,Food,Grocery,fruits and vegetables + kirana,540.0,Expense,INR
1711,2016-12-31 20:11:24,Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,77.0,Expense,INR
1712,2016-12-31 20:11:24,Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0,Expense,INR
1713,2016-12-31 19:34:55,Cash,Food,snacks,1 Panipuri,25.0,Expense,INR
1714,2016-12-31 17:39:16,Saving Bank account 1,Gift,Unknown,Birthday gift,1096.0,Expense,INR
1715,2016-12-31 15:40:02,Saving Bank account 1,Health,Medicine,strepsils 1 strip,24.0,Expense,INR
1716,2016-12-31 15:39:35,Saving Bank account 1,Food,Lunch,veg fried rice,170.0,Expense,INR
1717,2016-12-31 13:48:53,Saving Bank account 1,Salary,Unknown,From workplace ,56574.0,Income,INR
1718,2016-12-31 13:47:26,Cash,subscription,Edtech Course,EMI 1,2816.0,Expense,INR
1719,2016-12-31 09:09:24,Saving Bank account 1,Food,Grocery,edible oil,160.0,Expense,INR
1720,2016-12-30 21:30:17,Cash,Transportation,auto,Permanent Residence to bus stand,100.0,Expense,INR
1721,2016-12-29 19:17:33,Cash,Other,Unknown,xerox,25.0,Expense,INR
1722,2016-12-29 19:16:32,Cash,Food,snacks,2 chips packets,10.0,Expense,INR
1723,2016-12-29 18:06:14,Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14.0,Expense,INR
1724,2016-12-29 09:00:28,Saving Bank account 1,subscription,Tata Sky,,214.0,Expense,INR
1725,2016-12-29 07:56:02,Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403.0,Expense,INR
1726,2016-12-29 07:40:31,Saving Bank account 1,Gift,Unknown,Nokia 215 mobile for Aai,3195.0,Expense,INR
1727,2016-12-28 18:41:14,Cash,Food,Grocery,Monaco biscuits,10.0,Expense,INR
1728,2016-12-28 18:40:50,Saving Bank account 1,Other,Unknown,specs,1780.0,Expense,INR
1729,2016-12-25 14:10:11,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
1730,2016-12-22 11:15:36,Saving Bank account 1,Gift,Unknown,farewell contribution,285.0,Expense,INR
1731,2016-12-22 10:39:06,Saving Bank account 1,Transportation,train,Place 5 to Place 1 sevagram,11.8,Expense,INR
1732,2016-12-21 21:57:01,Saving Bank account 1,Family,clothes,sweater,1874.0,Expense,INR
1733,2016-12-21 19:59:20,Saving Bank account 1,Transportation,train,LTT to Place 2 cancellation,251.8,Expense,INR
1734,2016-12-21 19:58:12,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,1900.0,Expense,INR
1735,2016-12-19 18:29:12,Cash,Food,snacks,2 dabeli,30.0,Expense,INR
1736,2016-12-19 18:28:42,Saving Bank account 1,Household,Toiletries,sensitive toothbrush,49.0,Expense,INR
1737,2016-12-19 17:08:11,Cash,Food,snacks,chips 1 Kurkure (19) 1 lays (10),29.0,Expense,INR
1738,2016-12-19 17:07:37,Cash,Food,fruits,1 kg mosambi 1 kg apple,170.0,Expense,INR
1739,2016-12-18 20:18:54,Saving Bank account 1,Bonus,Unknown,reward Gpay,5.0,Income,INR
1740,2016-12-18 20:18:37,Saving Bank account 1,Family,Pocket money,,2000.0,Expense,INR
1741,2016-12-17 13:42:36,Saving Bank account 1,Bonus,Unknown,reward Gpay,11.0,Income,INR
1742,2016-12-17 13:42:21,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
1743,2016-12-14 21:43:10,Cash,Food,vegetables,,200.0,Expense,INR
1744,2016-12-13 21:43:57,Cash,Other,Unknown,kalnirnay calender,35.0,Expense,INR
1745,2016-12-13 21:42:22,Cash,Household,Toiletries,oralB toothbrush with cap,25.0,Expense,INR
1746,2016-12-13 18:20:35,Saving Bank account 1,Gift,Unknown,farewell contribution,350.0,Expense,INR
1774,2016-11-30 20:00:34,Saving Bank account 1,Family,clothes,leggings,500.0,Expense,INR
1775,2016-11-30 13:56:42,Saving Bank account 1,Salary,Unknown,From workplace ,56586.0,Income,INR
1776,2016-11-30 11:33:19,Saving Bank account 1,Bonus,Unknown,reward Gpay,5.0,Income,INR
1777,2016-11-30 11:32:14,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
1778,2016-11-30 06:53:26,Saving Bank account 1,subscription,Mobile Service Provider,mobile recharge sim 2,98.0,Expense,INR
1779,2016-11-29 21:44:34,Cash,Family,misc,Himalaya shampoo,60.0,Expense,INR
1780,2016-11-28 18:04:08,Saving Bank account 1,Household,Appliances,Metz 32 inch TV,20500.0,Expense,INR
1781,2016-11-28 18:03:47,Cash,Other,Unknown,flour mill,8.0,Expense,INR
1782,2016-11-28 06:17:10,Cash,Food,Ice cream,mava 1 large,20.0,Expense,INR
1783,2016-11-25 09:28:23,Saving Bank account 1,Bonus,Unknown,reward Gpay,5.0,Income,INR
1784,2016-11-25 09:27:45,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
1785,2016-11-21 09:41:12,Cash,Transportation,auto,within city,50.0,Expense,INR
1786,2016-11-21 09:41:12,Cash,Health,Medicine,strepsils,15.0,Expense,INR
1787,2016-11-21 09:41:12,Cash,Transportation,auto,within city,70.0,Expense,INR
1788,2016-11-20 11:58:05,Cash,Transportation,auto,Locality V to Permanent Residence,50.0,Expense,INR
1789,2016-11-19 12:12:00,Cash,Food,chocolate,poppins,2.0,Expense,INR
1790,2016-11-19 12:12:00,Saving Bank account 1,Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0,Expense,INR
1791,2016-11-19 12:12:00,Cash,Transportation,auto,within city,50.0,Expense,INR
1792,2016-11-19 12:12:00,Cash,Food,Water,two water bottles,40.0,Expense,INR
1793,2016-11-19 12:12:00,Cash,Other,Unknown,Sayaji baug express (50/adult),100.0,Expense,INR
1794,2016-11-19 12:12:00,Cash,Transportation,auto,ola auto - BRC ,40.0,Expense,INR
1795,2016-11-19 12:12:00,Cash,Transportation,Bus,Place T to brc,94.0,Expense,INR
1796,2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T top to base (50/person),100.0,Expense,INR
1797,2016-11-19 11:58:28,Cash,Food,beverage,lemon juice ( 20/person),40.0,Expense,INR
1798,2016-11-19 11:58:28,Cash,Other,Unknown,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740.0,Expense,INR
1799,2016-11-19 11:58:28,Cash,Transportation,ropeway,ropeway Place T to and fro (169/person),338.0,Expense,INR
1800,2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T base to top (50/person),100.0,Expense,INR
1801,2016-11-19 11:58:28,Cash,Transportation,auto,share auto - Place H to Place T base (20/person),40.0,Expense,INR
1802,2016-11-19 11:58:28,Cash,Transportation,Bus,bus - brc to Place H ( 27/person),54.0,Expense,INR
1803,2016-11-19 11:58:28,Cash,Transportation,auto,within city,80.0,Expense,INR
1804,2016-11-17 20:17:21,Cash,Food,snacks,single pav vada,10.0,Expense,INR
1805,2016-11-15 20:23:29,Cash,Food,Grocery,lemons,20.0,Expense,INR
1806,2016-11-15 20:23:12,Cash,Other,Unknown,flowers,10.0,Expense,INR
1807,2016-11-15 20:22:40,Cash,Food,fruits,apple + mosambi 1kg each,180.0,Expense,INR
1808,2016-11-14 20:03:10,Saving Bank account 1,Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),1800.0,Expense,INR
1809,2016-11-14 20:02:26,Saving Bank account 1,Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662.0,Expense,INR
1833,2016-10-31 07:36:35,Saving Bank account 1,Festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,Expense,INR
1834,2016-10-30 15:03:18,Saving Bank account 1,Salary,Unknown,From workplace ,56647.0,Income,INR
1835,2016-10-28 07:19:00,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,221.0,Expense,INR
1836,2016-10-28 07:19:00,Cash,Transportation,auto,Permanent Residence to pathology,40.0,Expense,INR
1837,2016-10-27 13:57:56,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1838,2016-10-27 13:57:56,Saving Bank account 1,Family,gift,Undated Planner - June shop,1119.2,Expense,INR
1839,2016-10-27 13:57:56,Cash,Food,Grocery,mehndi,25.0,Expense,INR
1840,2016-10-27 10:40:00,Cash,Food,fruits,apple + mosambi 1kg each,170.0,Expense,INR
1841,2016-10-26 13:58:49,Saving Bank account 1,Health,Medicine,,617.0,Expense,INR
1842,2016-10-25 18:55:33,Cash,Food,snacks,egg roll,25.0,Expense,INR
1843,2016-10-24 08:17:38,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320.0,Expense,INR
1844,2016-10-22 20:24:10,Cash,Food,Grocery,Khari,35.0,Expense,INR
1845,2016-10-22 20:23:46,Cash,Food,Eating out,pav vada,20.0,Expense,INR
1846,2016-10-17 17:30:26,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,215.0,Expense,INR
1847,2016-10-15 10:31:22,Saving Bank account 1,Food,Grocery,,430.0,Expense,INR
1848,2016-10-14 11:58:20,Saving Bank account 1,Food,Grocery,sugar + biscuits,120.0,Expense,INR
1849,2016-10-13 14:23:49,Saving Bank account 1,Family,misc,scratch guard ipad,249.0,Expense,INR
1866,2016-09-30 06:28:02,Saving Bank account 1,Interest,Unknown,interest paid,835.0,Income,INR
1867,2016-09-30 06:28:02,Saving Bank account 1,Salary,Unknown,From workplace ,58058.0,Income,INR
1868,2016-09-28 07:32:36,Cash,Other,Unknown,flour mill,32.0,Expense,INR
1869,2016-09-19 15:35:24,Cash,Food,Milk,,33.0,Expense,INR
1870,2016-09-15 06:52:09,Cash,Food,Grocery,chocobar+milk+chips,95.0,Expense,INR
1871,2016-09-14 13:24:08,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1872,2016-09-14 10:13:24,Saving Bank account 1,Family,gift,baggit purse,437.0,Expense,INR
1873,2016-09-13 09:48:13,Cash,Food,snacks,brownie,70.0,Expense,INR
1874,2016-09-13 09:48:13,Saving Bank account 1,Food,Eating out,riverdine date,845.0,Expense,INR
1896,2016-08-31 15:47:44,Saving Bank account 1,Salary,Unknown,From workplace ,63894.0,Income,INR
1897,2016-08-29 11:41:25,Cash,Festivals,Ganesh Pujan,Ganesh idol,361.0,Expense,INR
1898,2016-08-29 10:48:48,Cash,Household,Kitchen,boric powder,40.0,Expense,INR
1899,2016-08-29 10:48:20,Saving Bank account 1,Household,Toiletries,lizol,98.0,Expense,INR
1900,2016-08-24 07:38:04,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
1901,2016-08-23 17:25:23,Saving Bank account 1,Family,Pocket money,,2000.0,Expense,INR
1902,2016-08-22 13:22:05,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
1903,2016-08-21 08:54:35,Cash,Other,Unknown,earphones,100.0,Expense,INR
1904,2016-08-18 14:19:25,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1905,2016-08-14 16:13:29,Cash,Other,Unknown,pens,5.0,Expense,INR
1906,2016-08-14 16:12:49,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
1918,2016-07-31 18:51:58,Saving Bank account 1,Salary,Unknown,From workplace ,51556.0,Income,INR
1919,2016-07-31 18:50:51,Cash,Other,Unknown,frame for specs,250.0,Expense,INR
1920,2016-07-25 10:48:49,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1921,2016-07-21 16:33:04,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1922,2016-07-20 07:03:14,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599.0,Expense,INR
1923,2016-07-13 10:21:25,Cash,Health,Medicine,citrizen + crocine,10.0,Expense,INR
1934,2016-06-30 11:40:50,Saving Bank account 1,Interest,Unknown,interest paid,740.0,Income,INR
1935,2016-06-30 11:40:50,Saving Bank account 1,Other,Unknown,pan card application,106.9,Expense,INR
1936,2016-06-30 08:20:12,Saving Bank account 1,Salary,Unknown,From workplace ,51544.0,Income,INR
1937,2016-06-27 17:09:47,Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,3200.0,Expense,INR
1938,2016-06-27 10:10:57,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1939,2016-06-23 12:02:39,Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,995.0,Expense,INR
1940,2016-06-22 11:20:48,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350.0,Expense,INR
1941,2016-06-20 22:19:27,Saving Bank account 1,Food,snacks,icecream,140.0,Expense,INR
1942,2016-06-19 18:49:52,Saving Bank account 1,Food,Grocery,grocery,600.0,Expense,INR
1943,2016-06-19 17:10:49,Saving Bank account 1,Family,exam fee,Family exam form,905.0,Expense,INR
1944,2016-06-18 19:45:05,Cash,Other,Unknown,flour mill,38.0,Expense,INR
1956,2016-05-31 09:55:09,Saving Bank account 1,Salary,Unknown,From workplace ,51556.0,Income,INR
1957,2016-05-31 09:51:36,Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,50.0,Expense,INR
1958,2016-05-30 12:46:40,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1959,2016-05-29 19:16:49,Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504.0,Expense,INR
1960,2016-05-22 11:13:40,Saving Bank account 1,Grooming,Saloon,hair cut+shaving,120.0,Expense,INR
1961,2016-05-22 11:13:40,Cash,Transportation,auto,Permanent Residence to nearby hospital,40.0,Expense,INR
1962,2016-05-19 09:21:46,Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,180.0,Expense,INR
1963,2016-05-17 21:59:19,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
1964,2016-05-17 12:34:38,Cash,Other,Unknown,Aadhar mobile number and email id updated,100.0,Expense,INR
1965,2016-05-16 20:48:29,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1976,2016-04-30 21:58:43,Saving Bank account 1,Salary,Unknown,From workplace ,51562.45,Income,INR
1977,2016-04-28 22:24:09,Saving Bank account 1,subscription,Hotstar,subscription,299.0,Expense,INR
1978,2016-04-26 08:30:54,Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,259.0,Expense,INR
1979,2016-04-24 22:10:32,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
1980,2016-04-20 10:27:48,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
